country,period,n_art,deepseek,lexicon,lss,negativity,relations
Indonesia,2000-06-26,1,0,0,0.494683,0,1.8
Indonesia,2000-07-03,2,0,0,0.858863,0.175,2
Indonesia,2000-07-10,4,0.0025,0,0.147314,0.125,2
Indonesia,2000-07-17,4,0,0,-0.403487,0.025,2
Indonesia,2000-07-24,7,0.00714285714285714,0,-0.279233571428571,0.157142857142857,2
Indonesia,2000-07-31,2,0,0,-0.71311,0,2
Indonesia,2000-08-07,2,0,0,0.0203895,0.15,2
Indonesia,2000-08-14,2,0,0,-0.0775065,0,2
Indonesia,2000-08-21,0,0,0,0,0,2
Indonesia,2000-08-28,1,0.01,0,-0.972032,0,2
Indonesia,2000-09-04,0,0,0,0,0,2
Indonesia,2000-09-11,0,0,0,0,0,2
Indonesia,2000-09-18,7,0,0,-0.0934248571428571,0.0571428571428571,2
Indonesia,2000-09-25,1,0,0,-0.103443,0,2
Indonesia,2000-10-02,0,0,0,0,0,2.1
Indonesia,2000-10-09,1,0,0,1.566913,0,2.1
Indonesia,2000-10-16,5,0,0,0.3437744,0.14,2.1
Indonesia,2000-10-23,2,0,0,0.600811,0.15,2.1
Indonesia,2000-10-30,1,0,0,-0.68804,0,2.1
Indonesia,2000-11-06,2,0,0,0.1926915,0,2.1
Indonesia,2000-11-13,0,0,0,0,0,2.1
Indonesia,2000-11-20,1,0,0,0.350159,0,2.1
Indonesia,2000-11-27,2,0,0,-0.327353,0.2,2.1
Indonesia,2000-12-04,2,0,0.00170068,1.718699,0.55,2.1
Indonesia,2000-12-11,1,0,0,0.373043,0,2.1
Indonesia,2000-12-18,1,0,0,1.078083,0.3,2.1
Indonesia,2000-12-25,0,0,0,0,0,2.1
Indonesia,2001-01-01,2,0,0,0.408518,0.05,2.1
Indonesia,2001-01-08,0,0,0,0,0,2.1
Indonesia,2001-01-15,0,0,0,0,0,2.1
Indonesia,2001-01-22,2,0,0,-0.17307,0.1,2.1
Indonesia,2001-01-29,1,0,0,0.014268,0.2,2.1
Indonesia,2001-02-05,1,0,0,0.058963,0.3,2.1
Indonesia,2001-02-12,2,0,0,0.218526,0.05,2.1
Indonesia,2001-02-19,3,0,0,0.504072333333333,0.166666666666667,2.1
Indonesia,2001-02-26,5,0.01,0,1.4068934,0.2,2.1
Indonesia,2001-03-05,1,0,0,0.400046,0.1,2.1
Indonesia,2001-03-12,1,0,0,0.947323,0,2.1
Indonesia,2001-03-19,6,0.00166666666666667,0.000290866666666667,0.882870333333333,0.233333333333333,2.1
Indonesia,2001-03-26,0,0,0,0,0,2.1
Indonesia,2001-04-02,5,0.004,0,1.133409,0.39,2.1
Indonesia,2001-04-09,3,0,0,0.091142,0.0666666666666667,2.1
Indonesia,2001-04-16,4,0,0,0.6349925,0.2,2.1
Indonesia,2001-04-23,2,0.075,0,2.02476,0.425,2.1
Indonesia,2001-04-30,0,0,0,0,0,2.1
Indonesia,2001-05-07,3,0.00666666666666667,0,0.292321666666667,0.133333333333333,2.1
Indonesia,2001-05-14,3,0,0,0.529022666666667,0.266666666666667,2.1
Indonesia,2001-05-21,1,0,0,0.416451,0,2.1
Indonesia,2001-05-28,6,0,0.00104821833333333,0.5343525,0.1,2.1
Indonesia,2001-06-04,7,0,0,-0.0855362857142857,0.142857142857143,2.1
Indonesia,2001-06-11,2,0,0,0.9826075,0.4,2.1
Indonesia,2001-06-18,1,0,0,2.162632,0.3,2.1
Indonesia,2001-06-25,2,0,0,-0.0669745,0.05,2.1
Indonesia,2001-07-02,1,0,0,0.337733,0,2.1
Indonesia,2001-07-09,0,0,0,0,0,2.1
Indonesia,2001-07-16,1,0,0,-0.869795,0,2.1
Indonesia,2001-07-23,5,0,0,0.134601,0.02,2.1
Indonesia,2001-07-30,1,0,0,-0.776039,0,2.1
Indonesia,2001-08-06,0,0,0,0,0,2.1
Indonesia,2001-08-13,3,0,0,0.0294876666666667,0,2.1
Indonesia,2001-08-20,1,0,0,-0.133027,0.1,2.1
Indonesia,2001-08-27,1,0,0,-1.37816,0.1,2.1
Indonesia,2001-09-03,1,0,0,-0.810458,0,2.1
Indonesia,2001-09-10,0,0,0,0,0,2.1
Indonesia,2001-09-17,1,0,0,-0.351288,0,2.1
Indonesia,2001-09-24,0,0,0,0,0,2.1
Indonesia,2001-10-01,0,0,0,0,0,2.1
Indonesia,2001-10-08,1,0,0,0.146043,0.7,2.1
Indonesia,2001-10-15,6,0,0,-0.0186116666666667,0.183333333333333,2.1
Indonesia,2001-10-22,7,0,0,-0.214961714285714,0.0571428571428571,2.1
Indonesia,2001-10-29,0,0,0,0,0,2.1
Indonesia,2001-11-05,8,0.00375,0,-0.31864525,0.025,2.3
Indonesia,2001-11-12,8,0.0025,0,-0.051297125,0.0125,2.3
Indonesia,2001-11-19,0,0,0,0,0,2.3
Indonesia,2001-11-26,0,0,0,0,0,2.3
Indonesia,2001-12-03,1,0,0,0.548656,0,2.3
Indonesia,2001-12-10,1,0,0,0.040878,0,2.3
Indonesia,2001-12-17,2,0,0,-0.143153,0.15,2.3
Indonesia,2001-12-24,1,0,0,0.086297,0,2.3
Indonesia,2001-12-31,1,0,0,0.620261,0.3,2.3
Indonesia,2002-01-07,2,0,0,-0.343667,0.05,2.3
Indonesia,2002-01-14,3,0,0,0.109466,0.1,2.3
Indonesia,2002-01-21,0,0,0,0,0,2.3
Indonesia,2002-01-28,1,0,0,0.837146,0,2.3
Indonesia,2002-02-04,0,0,0,0,0,2.3
Indonesia,2002-02-11,2,0,0,-1.368283,0.05,2.3
Indonesia,2002-02-18,0,0,0,0,0,2.3
Indonesia,2002-02-25,0,0,0,0,0,2.3
Indonesia,2002-03-04,2,0,0,0.0944185,0,2.5
Indonesia,2002-03-11,3,0,0,1.14410966666667,0.266666666666667,2.5
Indonesia,2002-03-18,2,0,0,-0.81073,0.1,2.5
Indonesia,2002-03-25,4,0,0,-0.259077,0.025,2.5
Indonesia,2002-04-01,0,0,0,0,0,2.5
Indonesia,2002-04-08,1,0,0,0.103125,0.1,2.5
Indonesia,2002-04-15,1,0,0,-2.0638,0.1,2.5
Indonesia,2002-04-22,2,0,0,0.0500275,0,2.5
Indonesia,2002-04-29,3,0,0,-0.211645,0,2.5
Indonesia,2002-05-06,3,0,0,0.57773,0.166666666666667,2.5
Indonesia,2002-05-13,8,0,0,0.091197375,0.075,2.5
Indonesia,2002-05-20,3,0,0,-0.218180333333333,0.2,2.5
Indonesia,2002-05-27,0,0,0,0,0,2.5
Indonesia,2002-06-03,1,0,0,0.547825,0.1,2.5
Indonesia,2002-06-10,1,0,0,-1.002196,0,2.5
Indonesia,2002-06-17,4,0,0,0.1278675,0.1,2.5
Indonesia,2002-06-24,1,0,0,-0.727072,0.1,2.5
Indonesia,2002-07-01,0,0,0,0,0,2.5
Indonesia,2002-07-08,4,0,0,0.1147275,0.05,2.5
Indonesia,2002-07-15,0,0,0,0,0,2.5
Indonesia,2002-07-22,1,0,0,-0.20269,0,2.5
Indonesia,2002-07-29,2,0.01,0,-1.16468,0.225,2.5
Indonesia,2002-08-05,1,0.05,0.015625,3.625415,0.7,2.4
Indonesia,2002-08-12,5,0.02,0,2.9776906,0.54,2.4
Indonesia,2002-08-19,2,0.05,0,3.7209165,0.8,2.4
Indonesia,2002-08-26,3,0,0,-0.51102,0,2.4
Indonesia,2002-09-02,4,0,0,-0.1623785,0,2.5
Indonesia,2002-09-09,13,0,0.000123076923076923,-0.321692615384615,0.0384615384615385,2.5
Indonesia,2002-09-16,4,0,0,-0.4438315,0,2.5
Indonesia,2002-09-23,7,0,0,0.0254727142857143,0.0428571428571429,2.5
Indonesia,2002-09-30,4,0,0,-0.3206805,0.125,2.5
Indonesia,2002-10-07,6,0,0,0.367938666666667,0.233333333333333,2.6
Indonesia,2002-10-14,4,0.0025,0,3.04969375,0.525,2.6
Indonesia,2002-10-21,5,0,0,0.688313,0.16,2.6
Indonesia,2002-10-28,4,0,0,0.80167975,0.2,2.6
Indonesia,2002-11-04,2,0,0,-0.5491395,0.05,2.6
Indonesia,2002-11-11,0,0,0,0,0,2.6
Indonesia,2002-11-18,3,0,0,-0.633620333333333,0.0333333333333333,2.6
Indonesia,2002-11-25,10,0,0,-0.235213888888889,0,2.6
Indonesia,2002-12-02,3,0,0,0.994519333333333,0.133333333333333,2.6
Indonesia,2002-12-09,2,0.025,0,1.9980085,0.35,2.6
Indonesia,2002-12-16,6,0,0.000837521666666667,0.642901,0.316666666666667,2.6
Indonesia,2002-12-23,1,0,0,-0.177358,0,2.6
Indonesia,2002-12-30,1,0,0,-0.298914,0.3,2.6
Indonesia,2003-01-06,0,0,0,0,0,2.6
Indonesia,2003-01-13,0,0,0,0,0,2.6
Indonesia,2003-01-20,0,0,0,0,0,2.6
Indonesia,2003-01-27,2,0.025,0,0.9967855,0.475,2.6
Indonesia,2003-02-03,1,0,0,1.07708,0.8,2.6
Indonesia,2003-02-10,1,0,0,0.255837,0.1,2.6
Indonesia,2003-02-17,0,0,0,0,0,2.6
Indonesia,2003-02-24,1,0,0,0.728904,0.3,2.6
Indonesia,2003-03-03,0,0,0,0,0,2.6
Indonesia,2003-03-10,2,0,0,0.441694,0.1,2.6
Indonesia,2003-03-17,6,0,0,0.307908166666667,0.15,2.6
Indonesia,2003-03-24,2,0,0,-0.299513,0.35,2.6
Indonesia,2003-03-31,2,0,0,0.3257155,0,2.6
Indonesia,2003-04-07,2,0,0,-1.0944535,0.05,2.6
Indonesia,2003-04-14,1,0,0,0.414733,0,2.6
Indonesia,2003-04-21,3,0,0,0.354571,0.3,2.6
Indonesia,2003-04-28,0,0,0,0,0,2.6
Indonesia,2003-05-05,1,0,0,-0.36001,0.1,2.6
Indonesia,2003-05-12,10,0,0,-0.3798049,0.11,2.6
Indonesia,2003-05-19,0,0,0,0,0,2.6
Indonesia,2003-05-26,1,0,0,-1.299899,0,2.6
Indonesia,2003-06-02,1,0,0,0.410446,0.2,2.6
Indonesia,2003-06-09,2,0,0,-0.3953875,0.05,2.6
Indonesia,2003-06-16,2,0,0,-0.2733715,0,2.6
Indonesia,2003-06-23,2,0,0,-0.024638,0.1,2.6
Indonesia,2003-06-30,1,0,0,0.399999,0.1,2.6
Indonesia,2003-07-07,3,0,0,-0.299822666666667,0.0666666666666667,2.6
Indonesia,2003-07-14,1,0,0,1.105421,0.1,2.6
Indonesia,2003-07-21,4,0,0,0.42488825,0.225,2.6
Indonesia,2003-07-28,6,0,0,0.729887333333333,0.166666666666667,2.6
Indonesia,2003-08-04,4,0,0,2.03268825,0.325,2.6
Indonesia,2003-08-11,1,0,0,-0.767383,0.1,2.6
Indonesia,2003-08-18,0,0,0,0,0,2.6
Indonesia,2003-08-25,1,0,0,0.204838,0,2.6
Indonesia,2003-09-01,1,0,0,0,0.3,2.6
Indonesia,2003-09-08,1,0,0,0.651141,0.1,2.6
Indonesia,2003-09-15,2,0,0,-0.359334,0.05,2.6
Indonesia,2003-09-22,3,0.00333333333333333,0,0.563951666666667,0,2.6
Indonesia,2003-09-29,0,0,0,0,0,2.6
Indonesia,2003-10-06,10,0.002,0,-0.2439001,0.03,2.6
Indonesia,2003-10-13,3,0,0,-0.57753,0.0333333333333333,2.6
Indonesia,2003-10-20,2,0,0,-0.9505075,0.05,2.6
Indonesia,2003-10-27,4,0,0,0.0791635,0.025,2.6
Indonesia,2003-11-03,1,0,0,-1.385929,0,2.6
Indonesia,2003-11-10,3,0,0,-0.407337666666667,0.0333333333333333,2.6
Indonesia,2003-11-17,1,0,0,-0.604686,0,2.6
Indonesia,2003-11-24,0,0,0,0,0,2.6
Indonesia,2003-12-01,29,0,0,-0.0106945517241379,0.00344827586206896,2.6
Indonesia,2003-12-08,1,0,0,-0.12541,0,2.6
Indonesia,2003-12-15,3,0,0,0.044632,0.133333333333333,2.6
Indonesia,2003-12-22,2,0,0,-0.192021,0.05,2.6
Indonesia,2003-12-29,2,0,0,-0.111603,0.05,2.6
Indonesia,2004-01-05,1,0,0,2.862756,0.2,2.6
Indonesia,2004-01-12,3,0.0166666666666667,0,-0.0171963333333333,0.0333333333333333,2.6
Indonesia,2004-01-19,0,0,0,0,0,2.6
Indonesia,2004-01-26,2,0,0.000905795,1.40296,0.35,2.6
Indonesia,2004-02-02,2,0,0,0.9309415,0.35,2.6
Indonesia,2004-02-09,127,0,0,0.312126464566929,0.00314960629921259,2.6
Indonesia,2004-02-16,1,0,0,0.221516,0.2,2.6
Indonesia,2004-02-23,3,0,0,0.273856333333333,0.1,2.6
Indonesia,2004-03-01,1,0.05,0,1.927809,0.3,2.6
Indonesia,2004-03-08,1,0,0,1.728618,0.3,2.6
Indonesia,2004-03-15,0,0,0,0,0,2.6
Indonesia,2004-03-22,0,0,0,0,0,2.6
Indonesia,2004-03-29,1,0,0,-0.510526,0.1,2.6
Indonesia,2004-04-05,1,0,0,0.132423,0.3,2.6
Indonesia,2004-04-12,3,0,0,0.5822,0.266666666666667,2.6
Indonesia,2004-04-19,3,0,0,0.532722333333333,0.166666666666667,2.6
Indonesia,2004-04-26,2,0,0,-0.26093,0.05,2.6
Indonesia,2004-05-03,3,0,0,0.753762666666667,0.166666666666667,2.6
Indonesia,2004-05-10,6,0,0,0.402077166666667,0.1,2.6
Indonesia,2004-05-17,0,0,0,0,0,2.6
Indonesia,2004-05-24,1,0,0,-0.398974,0,2.6
Indonesia,2004-05-31,2,0,0,-0.16696,0.05,2.6
Indonesia,2004-06-07,1,0,0,-0.867703,0,2.6
Indonesia,2004-06-14,2,0,0,1.082771,0,2.6
Indonesia,2004-06-21,3,0,0,0.0933756666666667,0.0666666666666667,2.6
Indonesia,2004-06-28,5,0.002,0,-0.15825,0.14,2.6
Indonesia,2004-07-05,4,0,0,0.6515405,0.1,2.6
Indonesia,2004-07-12,2,0,0,-0.069638,0.35,2.6
Indonesia,2004-07-19,10,0,0,-0.4709867,0.07,2.6
Indonesia,2004-07-26,6,0,0,0.3031635,0.133333333333333,2.6
Indonesia,2004-08-02,4,0,0,-0.18483025,0.175,2.6
Indonesia,2004-08-09,1,0,0,0.549952,0.2,2.6
Indonesia,2004-08-16,3,0.00333333333333333,0,0.162731666666667,0.133333333333333,2.6
Indonesia,2004-08-23,31,0,0,0.00528209677419334,0.00967741935483871,2.6
Indonesia,2004-08-30,12,0,0,0.00325766666666667,0.0833333333333333,2.6
Indonesia,2004-09-06,4,0,0,1.259983,0.4,2.6
Indonesia,2004-09-13,2,0,0.001506025,-1.0932555,0.25,2.6
Indonesia,2004-09-20,1,0,0,0.074185,0.1,2.6
Indonesia,2004-09-27,2,0.005,0,0.00868450000000001,0.05,2.6
Indonesia,2004-10-04,3,0,0,-0.653560666666667,0,2.6
Indonesia,2004-10-11,3,0,0,-0.374077666666667,0.0333333333333333,2.6
Indonesia,2004-10-18,1,0,0,-0.034494,0,2.6
Indonesia,2004-10-25,2,0,0,1.344628,0.25,2.6
Indonesia,2004-11-01,5,0,0,0.0282178,0.02,2.8
Indonesia,2004-11-08,7,0,0,-0.100808428571429,0.114285714285714,2.8
Indonesia,2004-11-15,6,0,0,0.1516268,0.05,2.8
Indonesia,2004-11-22,4,0,0,0.3698435,0.15,2.8
Indonesia,2004-11-29,3,0,0,0.365300666666667,0.333333333333333,2.8
Indonesia,2004-12-06,0,0,0,0,0,2.8
Indonesia,2004-12-13,6,0,0,-0.1105365,0.0166666666666667,2.8
Indonesia,2004-12-20,3,0,0,-0.673555,0.0666666666666667,2.8
Indonesia,2004-12-27,148,0,0,-0.636993782312925,0.298648648648649,2.8
Indonesia,2005-01-03,37,0,0,0.256808794117647,0.216216216216216,2.8
Indonesia,2005-01-10,245,0,5.56081632653061e-06,-0.335752204081633,0.292244897959184,2.8
Indonesia,2005-01-17,12,0,0,0.32465775,0.208333333333333,2.8
Indonesia,2005-01-24,6,0,0,0.149906833333333,0.183333333333333,2.8
Indonesia,2005-01-31,4,0,0,0.2140555,0.2,2.8
Indonesia,2005-02-07,9,0,0,-0.673541222222222,0.0777777777777778,2.8
Indonesia,2005-02-14,1,0,0,0.284968,0.1,2.8
Indonesia,2005-02-21,1,0,0,0.276147,0,2.8
Indonesia,2005-02-28,1,0,0,-0.577414,0.1,2.8
Indonesia,2005-03-07,4,0,0,0.22574825,0.125,2.8
Indonesia,2005-03-14,0,0,0,0,0,2.8
Indonesia,2005-03-21,3,0,0,-1.31227033333333,0.133333333333333,2.8
Indonesia,2005-03-28,9,0,0,0.861027875,0.366666666666667,2.8
Indonesia,2005-04-04,2,0,0,0.6195145,0.15,3.7
Indonesia,2005-04-11,7,0,0,-0.381410714285714,0.0285714285714286,3.7
Indonesia,2005-04-18,21,0.000476190476190476,0,-0.668042333333333,0.1,3.7
Indonesia,2005-04-25,20,0,0,-0.41196795,0.015,3.7
Indonesia,2005-05-02,2,0,0,0.182785,0.1,3.7
Indonesia,2005-05-09,7,0,0,0.354749857142857,0.0714285714285714,3.7
Indonesia,2005-05-16,5,0,0,-0.072778,0.12,3.7
Indonesia,2005-05-23,2,0,0,0.3224395,0.05,3.7
Indonesia,2005-05-30,0,0,0,0,0,3.7
Indonesia,2005-06-06,0,0,0,0,0,3.7
Indonesia,2005-06-13,2,0,0,-1.040337,0.1,3.7
Indonesia,2005-06-20,3,0,0,0.664511,0.45,3.7
Indonesia,2005-06-27,4,0,0,0.047349,0.025,3.7
Indonesia,2005-07-04,4,0,0,0.40700375,0.225,3.9
Indonesia,2005-07-11,5,0,0,-0.1421322,0.22,3.9
Indonesia,2005-07-18,3,0,0,-0.240121,0,3.9
Indonesia,2005-07-25,7,0.00285714285714286,0,-0.319321,0.0285714285714286,3.9
Indonesia,2005-08-01,3,0,0,-2.255762,0.0666666666666667,3.9
Indonesia,2005-08-08,2,0,0,-0.6443765,0.05,3.9
Indonesia,2005-08-15,1,0,0,-0.02785,0.1,3.9
Indonesia,2005-08-22,6,0,0,0.042941,0.183333333333333,3.9
Indonesia,2005-08-29,5,0,0,-0.5169788,0.06,3.9
Indonesia,2005-09-05,5,0,0,0.2980626,0.39,3.6
Indonesia,2005-09-12,5,0,0,0.1616842,0.28,3.6
Indonesia,2005-09-19,5,0.04,0,1.0027382,0.44,3.6
Indonesia,2005-09-26,2,0.01,0,1.40718,0.35,3.6
Indonesia,2005-10-03,2,0,0,2.10965,0.3,3.6
Indonesia,2005-10-10,2,0,0,0.8184875,0.4,3.6
Indonesia,2005-10-17,8,0,0,-1.5099045,0,3.6
Indonesia,2005-10-24,1,0,0,-0.549214,0,3.6
Indonesia,2005-10-31,1,0,0,1.501367,0.3,3.6
Indonesia,2005-11-07,2,0,0,0.015766,0.2,3.6
Indonesia,2005-11-14,4,0,0,0.36574175,0.15,3.6
Indonesia,2005-11-21,4,0,0,-0.343568,0,3.6
Indonesia,2005-11-28,2,0,0,-0.1708585,0.1,3.6
Indonesia,2005-12-05,5,0,0.000291546,-0.3505486,0.16,3.6
Indonesia,2005-12-12,4,0,0,-0.32497625,0.15,3.6
Indonesia,2005-12-19,3,0,0,-0.571391333333333,0.166666666666667,3.6
Indonesia,2005-12-26,12,0,0,-0.157685166666667,0.283333333333333,3.6
Indonesia,2006-01-02,2,0,0,0.5508075,0.1,3.6
Indonesia,2006-01-09,1,0,0,-1.072628,0,3.6
Indonesia,2006-01-16,2,0,0,0.5953225,0.35,3.6
Indonesia,2006-01-23,2,0.005,0,-0.0509145,0.35,3.6
Indonesia,2006-01-30,1,0,0,-0.361227,0.1,3.6
Indonesia,2006-02-06,1,0,0,0.406046,0.1,3.6
Indonesia,2006-02-13,1,0,0,-1.022185,0,3.6
Indonesia,2006-02-20,2,0,0,-0.114249,0.1,3.6
Indonesia,2006-02-27,1,0.05,0,3.435935,0.8,3.6
Indonesia,2006-03-06,2,0,0,1.5282705,0.425,3.6
Indonesia,2006-03-13,2,0,0,-0.057646,0.05,3.6
Indonesia,2006-03-20,2,0,0,-0.4750405,0,3.6
Indonesia,2006-03-27,12,0.00666666666666667,0,-0.435903166666667,0.05,3.6
Indonesia,2006-04-03,4,0,0,-0.114816,0.05,3.6
Indonesia,2006-04-10,0,0,0,0,0,3.6
Indonesia,2006-04-17,3,0,0,0.481458,0.0333333333333333,3.6
Indonesia,2006-04-24,2,0,0,-0.388985,0,3.6
Indonesia,2006-05-01,2,0,0,0.596867,0.05,3.5
Indonesia,2006-05-08,4,0.025,0.00128866,1.43453175,0.275,3.5
Indonesia,2006-05-15,2,0.005,0,0.226584,0.05,3.5
Indonesia,2006-05-22,1,0,0,2.273566,0.3,3.5
Indonesia,2006-05-29,12,0,0.000757575454545455,0.596228181818182,0.308333333333333,3.5
Indonesia,2006-06-05,1,0,0,1.046728,0.4,3.5
Indonesia,2006-06-12,3,0,0,0.378236,0.0666666666666667,3.5
Indonesia,2006-06-19,2,0.01,0,-0.0365995,0.05,3.5
Indonesia,2006-06-26,0,0,0,0,0,3.5
Indonesia,2006-07-03,1,0,0,-0.729149,0.1,3.5
Indonesia,2006-07-10,3,0,0.00104821666666667,0.389117,0.0666666666666667,3.5
Indonesia,2006-07-17,7,0.00142857142857143,0,0.912690142857143,0.307142857142857,3.5
Indonesia,2006-07-24,0,0,0,0,0,3.5
Indonesia,2006-07-31,2,0,0,0.980199,0.5,3.5
Indonesia,2006-08-07,0,0,0,0,0,3.5
Indonesia,2006-08-14,4,0,0,0.931791,0.2375,3.5
Indonesia,2006-08-21,0,0,0,0,0,3.5
Indonesia,2006-08-28,6,0,0,0.3261715,0.0833333333333333,3.5
Indonesia,2006-09-04,1,0,0,1.51778,0.4,3.5
Indonesia,2006-09-11,1,0,0,0.764429,0,3.5
Indonesia,2006-09-18,4,0,0,0.2856305,0.05,3.5
Indonesia,2006-09-25,0,0,0,0,0,3.5
Indonesia,2006-10-02,1,0,0,0.140738,0,3.6
Indonesia,2006-10-09,3,0.00666666666666667,0,-0.749672,0,3.6
Indonesia,2006-10-16,1,0,0,0.262609,0,3.6
Indonesia,2006-10-23,5,0.004,0,-0.3713114,0.1,3.6
Indonesia,2006-10-30,2,0,0,-1.3745235,0,3.6
Indonesia,2006-11-06,2,0,0,0.7711585,0,3.6
Indonesia,2006-11-13,3,0,0,-0.643964,0.0666666666666667,3.6
Indonesia,2006-11-20,4,0,0,-0.2182455,0.05,3.6
Indonesia,2006-11-27,0,0,0,0,0,3.6
Indonesia,2006-12-04,2,0,0,-0.422624,0.15,3.6
Indonesia,2006-12-11,1,0,0,-0.045461,0.6,3.6
Indonesia,2006-12-18,3,0,0,-0.0120233333333333,0.166666666666667,3.6
Indonesia,2006-12-25,2,0,0,-0.7381555,0.1,3.6
Indonesia,2007-01-01,2,0,0,-0.415484,0.15,3.6
Indonesia,2007-01-08,1,0.01,0,-0.53451,0.1,3.6
Indonesia,2007-01-15,0,0,0,0,0,3.6
Indonesia,2007-01-22,0,0,0,0,0,3.6
Indonesia,2007-01-29,4,0,0,0.72107275,0.125,3.6
Indonesia,2007-02-05,0,0,0,0,0,3.6
Indonesia,2007-02-12,1,0,0,-0.807786,0,3.6
Indonesia,2007-02-19,1,0,0,-1.042817,0,3.6
Indonesia,2007-02-26,0,0,0,0,0,3.6
Indonesia,2007-03-05,1,0,0,0.888541,0.85,3.6
Indonesia,2007-03-12,3,0,0,0.180838,0.0333333333333333,3.6
Indonesia,2007-03-19,3,0.00333333333333333,0,-0.210537666666667,0.1,3.6
Indonesia,2007-03-26,0,0,0,0,0,3.6
Indonesia,2007-04-02,2,0,0,-1.688266,0.05,3.6
Indonesia,2007-04-09,2,0,0,-0.586808,0.05,3.6
Indonesia,2007-04-16,0,0,0,0,0,3.6
Indonesia,2007-04-23,0,0,0,0,0,3.6
Indonesia,2007-04-30,1,0,0,0.024574,0.3,3.6
Indonesia,2007-05-07,4,0,0,0.019875,0.125,3.6
Indonesia,2007-05-14,6,0,0,-0.289081333333333,0.0333333333333333,3.6
Indonesia,2007-05-21,3,0,0,-0.600609,0.0333333333333333,3.6
Indonesia,2007-05-28,4,0,0,0.11430875,0.1,3.6
Indonesia,2007-06-04,7,0.00142857142857143,0,-0.35804,0.0714285714285714,3.6
Indonesia,2007-06-11,7,0,0,-0.316723428571429,0.0714285714285714,3.6
Indonesia,2007-06-18,5,0,0,-0.1519112,0.08,3.6
Indonesia,2007-06-25,2,0,0,-0.721715,0.1,3.6
Indonesia,2007-07-02,2,0,0,-0.3500585,0,3.6
Indonesia,2007-07-09,1,0,0,0.305554,0.3,3.6
Indonesia,2007-07-16,2,0,0,-0.2248815,0.35,3.6
Indonesia,2007-07-23,6,0.00833333333333334,0,-0.101888166666667,0.0833333333333333,3.6
Indonesia,2007-07-30,4,0,0,0.028022,0.125,3.6
Indonesia,2007-08-06,0,0,0,0,0,3.6
Indonesia,2007-08-13,3,0,0,0.149064666666667,0.0666666666666667,3.6
Indonesia,2007-08-20,3,0,0,0.547097666666667,0.2,3.6
Indonesia,2007-08-27,2,0,0,0.2576435,0.1,3.6
Indonesia,2007-09-03,5,0.01,0,-0.3706618,0,3.7
Indonesia,2007-09-10,1,0,0,3.64447,0.3,3.7
Indonesia,2007-09-17,0,0,0,0,0,3.7
Indonesia,2007-09-24,15,0,0,-0.8595912,0.0266666666666667,3.7
Indonesia,2007-10-01,0,0,0,0,0,3.7
Indonesia,2007-10-08,3,0.00333333333333333,0,-0.0841493333333333,0.0666666666666667,3.7
Indonesia,2007-10-15,1,0.02,0,0.084793,0.1,3.7
Indonesia,2007-10-22,4,0,0,0.11662075,0.125,3.7
Indonesia,2007-10-29,1,0,0,-1.625058,0.1,3.7
Indonesia,2007-11-05,3,0,0,-0.115699333333333,0.0333333333333333,3.8
Indonesia,2007-11-12,3,0,0,-0.0885973333333334,0.0333333333333333,3.8
Indonesia,2007-11-19,3,0,0,0.225998666666667,0.3,3.8
Indonesia,2007-11-26,1,0,0,0.377279,0,3.8
Indonesia,2007-12-03,2,0,0,-0.0210615,0.2,3.8
Indonesia,2007-12-10,2,0,0,0.467445,0.25,3.8
Indonesia,2007-12-17,2,0.01,0.00116279,0.0658785,0.1,3.8
Indonesia,2007-12-24,3,0,0,-0.420693666666667,0.233333333333333,3.8
Indonesia,2007-12-31,8,0,0.00027233,-0.133753,0.1,3.8
Indonesia,2008-01-07,0,0,0,0,0,3.8
Indonesia,2008-01-14,2,0,0,-0.226635,0.05,3.8
Indonesia,2008-01-21,0,0,0,0,0,3.8
Indonesia,2008-01-28,2,0,0,0.4074105,0.35,3.8
Indonesia,2008-02-04,2,0,0,-1.656523,0.05,3.8
Indonesia,2008-02-11,1,0,0,0.624945,0.2,3.8
Indonesia,2008-02-18,3,0,0,-0.617751666666667,0,3.8
Indonesia,2008-02-25,0,0,0,0,0,3.8
Indonesia,2008-03-03,0,0,0,0,0,3.8
Indonesia,2008-03-10,2,0.005,0,0.3962125,0.05,3.8
Indonesia,2008-03-17,1,0,0,-0.077366,0,3.8
Indonesia,2008-03-24,0,0,0,0,0,3.8
Indonesia,2008-03-31,2,0,0,1.023511,0.35,3.8
Indonesia,2008-04-07,0,0,0,0,0,3.8
Indonesia,2008-04-14,0,0,0,0,0,3.8
Indonesia,2008-04-21,3,0,0,-0.864341,0.0666666666666667,3.8
Indonesia,2008-04-28,0,0,0,0,0,3.8
Indonesia,2008-05-05,0,0,0,0,0,3.8
Indonesia,2008-05-12,7,0,0,0.729352857142857,0.157142857142857,3.8
Indonesia,2008-05-19,5,0,0,0.5156982,0.16,3.8
Indonesia,2008-05-26,3,0,0,-0.154518,0.133333333333333,3.8
Indonesia,2008-06-02,5,0,0,0.1198196,0.08,3.8
Indonesia,2008-06-09,0,0,0,0,0,3.8
Indonesia,2008-06-16,4,0,0,-0.06313775,0.05,3.8
Indonesia,2008-06-23,0,0,0,0,0,3.8
Indonesia,2008-06-30,0,0,0,0,0,3.8
